GL_Account_ID,GL_Account_No,Account_Name,Account_Type,Account_Category,Cost_Center_ID,Parent_Account,Currency,Normal_Balance,Financial_Statement,Is_Posting_Allowed,Tax_Code,Status,Created_Date,Notes
GL-002669,562669,Sales Expense 2669,Expense,Sales,CC-00669,GL-000013,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-002670,572670,Administrative Expense 2670,Expense,Administration,CC-00670,GL-000014,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-002671,102671,Cash 2671,Asset,Current Asset,CC-00671,GL-000015,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-002672,112672,Accounts Receivable 2672,Asset,Current Asset,CC-00672,GL-000001,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-002673,122673,Inventory 2673,Asset,Current Asset,CC-00673,GL-000002,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-002674,132674,Fixed Assets 2674,Asset,Non Current Asset,CC-00674,GL-000003,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-002675,202675,Accounts Payable 2675,Liability,Current Liability,CC-00675,GL-000004,USD,Credit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-002676,302676,Equity 2676,Equity,Equity,CC-00676,GL-000005,USD,Credit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-002677,402677,Sales Revenue 2677,Revenue,Operating Revenue,CC-00677,GL-000006,USD,Credit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-002678,502678,Cost of Goods Sold 2678,Expense,COGS,CC-00678,GL-000007,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-002679,512679,Production Cost 2679,Expense,Manufacturing,CC-00679,GL-000008,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-002680,522680,Maintenance Expense 2680,Expense,Maintenance,CC-00680,GL-000009,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-002681,532681,Utilities Expense 2681,Expense,Utilities,CC-00681,GL-000010,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-002682,542682,Quality Expense 2682,Expense,Quality,CC-00682,GL-000011,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-002683,552683,Warehouse Expense 2683,Expense,Warehouse,CC-00683,GL-000012,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-002684,562684,Sales Expense 2684,Expense,Sales,CC-00684,GL-000013,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-002685,572685,Administrative Expense 2685,Expense,Administration,CC-00685,GL-000014,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-002686,102686,Cash 2686,Asset,Current Asset,CC-00686,GL-000015,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-002687,112687,Accounts Receivable 2687,Asset,Current Asset,CC-00687,GL-000001,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-002688,122688,Inventory 2688,Asset,Current Asset,CC-00688,GL-000002,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-002689,132689,Fixed Assets 2689,Asset,Non Current Asset,CC-00689,GL-000003,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-002690,202690,Accounts Payable 2690,Liability,Current Liability,CC-00690,GL-000004,USD,Credit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-002691,302691,Equity 2691,Equity,Equity,CC-00691,GL-000005,USD,Credit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-002692,402692,Sales Revenue 2692,Revenue,Operating Revenue,CC-00692,GL-000006,USD,Credit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-002693,502693,Cost of Goods Sold 2693,Expense,COGS,CC-00693,GL-000007,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-002694,512694,Production Cost 2694,Expense,Manufacturing,CC-00694,GL-000008,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-002695,522695,Maintenance Expense 2695,Expense,Maintenance,CC-00695,GL-000009,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-002696,532696,Utilities Expense 2696,Expense,Utilities,CC-00696,GL-000010,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-002697,542697,Quality Expense 2697,Expense,Quality,CC-00697,GL-000011,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-002698,552698,Warehouse Expense 2698,Expense,Warehouse,CC-00698,GL-000012,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-002699,562699,Sales Expense 2699,Expense,Sales,CC-00699,GL-000013,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-002700,572700,Administrative Expense 2700,Expense,Administration,CC-00700,GL-000014,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-002701,102701,Cash 2701,Asset,Current Asset,CC-00701,GL-000015,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-002702,112702,Accounts Receivable 2702,Asset,Current Asset,CC-00702,GL-000001,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-002703,122703,Inventory 2703,Asset,Current Asset,CC-00703,GL-000002,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-002704,132704,Fixed Assets 2704,Asset,Non Current Asset,CC-00704,GL-000003,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-002705,202705,Accounts Payable 2705,Liability,Current Liability,CC-00705,GL-000004,USD,Credit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-002706,302706,Equity 2706,Equity,Equity,CC-00706,GL-000005,USD,Credit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-002707,402707,Sales Revenue 2707,Revenue,Operating Revenue,CC-00707,GL-000006,USD,Credit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-002708,502708,Cost of Goods Sold 2708,Expense,COGS,CC-00708,GL-000007,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-002709,512709,Production Cost 2709,Expense,Manufacturing,CC-00709,GL-000008,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-002710,522710,Maintenance Expense 2710,Expense,Maintenance,CC-00710,GL-000009,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-002711,532711,Utilities Expense 2711,Expense,Utilities,CC-00711,GL-000010,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-002712,542712,Quality Expense 2712,Expense,Quality,CC-00712,GL-000011,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-002713,552713,Warehouse Expense 2713,Expense,Warehouse,CC-00713,GL-000012,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-002714,562714,Sales Expense 2714,Expense,Sales,CC-00714,GL-000013,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-002715,572715,Administrative Expense 2715,Expense,Administration,CC-00715,GL-000014,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-002716,102716,Cash 2716,Asset,Current Asset,CC-00716,GL-000015,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-002717,112717,Accounts Receivable 2717,Asset,Current Asset,CC-00717,GL-000001,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-002718,122718,Inventory 2718,Asset,Current Asset,CC-00718,GL-000002,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-002719,132719,Fixed Assets 2719,Asset,Non Current Asset,CC-00719,GL-000003,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-002720,202720,Accounts Payable 2720,Liability,Current Liability,CC-00720,GL-000004,USD,Credit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-002721,302721,Equity 2721,Equity,Equity,CC-00721,GL-000005,USD,Credit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-002722,402722,Sales Revenue 2722,Revenue,Operating Revenue,CC-00722,GL-000006,USD,Credit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-002723,502723,Cost of Goods Sold 2723,Expense,COGS,CC-00723,GL-000007,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-002724,512724,Production Cost 2724,Expense,Manufacturing,CC-00724,GL-000008,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-002725,522725,Maintenance Expense 2725,Expense,Maintenance,CC-00725,GL-000009,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-002726,532726,Utilities Expense 2726,Expense,Utilities,CC-00726,GL-000010,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-002727,542727,Quality Expense 2727,Expense,Quality,CC-00727,GL-000011,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-002728,552728,Warehouse Expense 2728,Expense,Warehouse,CC-00728,GL-000012,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-002729,562729,Sales Expense 2729,Expense,Sales,CC-00729,GL-000013,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-002730,572730,Administrative Expense 2730,Expense,Administration,CC-00730,GL-000014,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-002731,102731,Cash 2731,Asset,Current Asset,CC-00731,GL-000015,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-002732,112732,Accounts Receivable 2732,Asset,Current Asset,CC-00732,GL-000001,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-002733,122733,Inventory 2733,Asset,Current Asset,CC-00733,GL-000002,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-002734,132734,Fixed Assets 2734,Asset,Non Current Asset,CC-00734,GL-000003,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-002735,202735,Accounts Payable 2735,Liability,Current Liability,CC-00735,GL-000004,USD,Credit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-002736,302736,Equity 2736,Equity,Equity,CC-00736,GL-000005,USD,Credit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-002737,402737,Sales Revenue 2737,Revenue,Operating Revenue,CC-00737,GL-000006,USD,Credit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-002738,502738,Cost of Goods Sold 2738,Expense,COGS,CC-00738,GL-000007,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-002739,512739,Production Cost 2739,Expense,Manufacturing,CC-00739,GL-000008,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-002740,522740,Maintenance Expense 2740,Expense,Maintenance,CC-00740,GL-000009,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-002741,532741,Utilities Expense 2741,Expense,Utilities,CC-00741,GL-000010,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-002742,542742,Quality Expense 2742,Expense,Quality,CC-00742,GL-000011,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-002743,552743,Warehouse Expense 2743,Expense,Warehouse,CC-00743,GL-000012,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-002744,562744,Sales Expense 2744,Expense,Sales,CC-00744,GL-000013,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-002745,572745,Administrative Expense 2745,Expense,Administration,CC-00745,GL-000014,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-002746,102746,Cash 2746,Asset,Current Asset,CC-00746,GL-000015,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-002747,112747,Accounts Receivable 2747,Asset,Current Asset,CC-00747,GL-000001,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-002748,122748,Inventory 2748,Asset,Current Asset,CC-00748,GL-000002,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-002749,132749,Fixed Assets 2749,Asset,Non Current Asset,CC-00749,GL-000003,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-002750,202750,Accounts Payable 2750,Liability,Current Liability,CC-00750,GL-000004,USD,Credit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-002751,302751,Equity 2751,Equity,Equity,CC-00751,GL-000005,USD,Credit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-002752,402752,Sales Revenue 2752,Revenue,Operating Revenue,CC-00752,GL-000006,USD,Credit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-002753,502753,Cost of Goods Sold 2753,Expense,COGS,CC-00753,GL-000007,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-002754,512754,Production Cost 2754,Expense,Manufacturing,CC-00754,GL-000008,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-002755,522755,Maintenance Expense 2755,Expense,Maintenance,CC-00755,GL-000009,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-002756,532756,Utilities Expense 2756,Expense,Utilities,CC-00756,GL-000010,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-002757,542757,Quality Expense 2757,Expense,Quality,CC-00757,GL-000011,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-002758,552758,Warehouse Expense 2758,Expense,Warehouse,CC-00758,GL-000012,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-002759,562759,Sales Expense 2759,Expense,Sales,CC-00759,GL-000013,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-002760,572760,Administrative Expense 2760,Expense,Administration,CC-00760,GL-000014,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-002761,102761,Cash 2761,Asset,Current Asset,CC-00761,GL-000015,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-002762,112762,Accounts Receivable 2762,Asset,Current Asset,CC-00762,GL-000001,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-002763,122763,Inventory 2763,Asset,Current Asset,CC-00763,GL-000002,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-002764,132764,Fixed Assets 2764,Asset,Non Current Asset,CC-00764,GL-000003,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-002765,202765,Accounts Payable 2765,Liability,Current Liability,CC-00765,GL-000004,USD,Credit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-002766,302766,Equity 2766,Equity,Equity,CC-00766,GL-000005,USD,Credit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-002767,402767,Sales Revenue 2767,Revenue,Operating Revenue,CC-00767,GL-000006,USD,Credit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-002768,502768,Cost of Goods Sold 2768,Expense,COGS,CC-00768,GL-000007,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-002769,512769,Production Cost 2769,Expense,Manufacturing,CC-00769,GL-000008,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-002770,522770,Maintenance Expense 2770,Expense,Maintenance,CC-00770,GL-000009,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-002771,532771,Utilities Expense 2771,Expense,Utilities,CC-00771,GL-000010,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-002772,542772,Quality Expense 2772,Expense,Quality,CC-00772,GL-000011,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-002773,552773,Warehouse Expense 2773,Expense,Warehouse,CC-00773,GL-000012,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-002774,562774,Sales Expense 2774,Expense,Sales,CC-00774,GL-000013,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-002775,572775,Administrative Expense 2775,Expense,Administration,CC-00775,GL-000014,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-002776,102776,Cash 2776,Asset,Current Asset,CC-00776,GL-000015,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-002777,112777,Accounts Receivable 2777,Asset,Current Asset,CC-00777,GL-000001,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-002778,122778,Inventory 2778,Asset,Current Asset,CC-00778,GL-000002,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-002779,132779,Fixed Assets 2779,Asset,Non Current Asset,CC-00779,GL-000003,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-002780,202780,Accounts Payable 2780,Liability,Current Liability,CC-00780,GL-000004,USD,Credit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-002781,302781,Equity 2781,Equity,Equity,CC-00781,GL-000005,USD,Credit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-002782,402782,Sales Revenue 2782,Revenue,Operating Revenue,CC-00782,GL-000006,USD,Credit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-002783,502783,Cost of Goods Sold 2783,Expense,COGS,CC-00783,GL-000007,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-002784,512784,Production Cost 2784,Expense,Manufacturing,CC-00784,GL-000008,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-002785,522785,Maintenance Expense 2785,Expense,Maintenance,CC-00785,GL-000009,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-002786,532786,Utilities Expense 2786,Expense,Utilities,CC-00786,GL-000010,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-002787,542787,Quality Expense 2787,Expense,Quality,CC-00787,GL-000011,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-002788,552788,Warehouse Expense 2788,Expense,Warehouse,CC-00788,GL-000012,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-002789,562789,Sales Expense 2789,Expense,Sales,CC-00789,GL-000013,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-002790,572790,Administrative Expense 2790,Expense,Administration,CC-00790,GL-000014,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-002791,102791,Cash 2791,Asset,Current Asset,CC-00791,GL-000015,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-002792,112792,Accounts Receivable 2792,Asset,Current Asset,CC-00792,GL-000001,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-002793,122793,Inventory 2793,Asset,Current Asset,CC-00793,GL-000002,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-002794,132794,Fixed Assets 2794,Asset,Non Current Asset,CC-00794,GL-000003,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-002795,202795,Accounts Payable 2795,Liability,Current Liability,CC-00795,GL-000004,USD,Credit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-002796,302796,Equity 2796,Equity,Equity,CC-00796,GL-000005,USD,Credit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-002797,402797,Sales Revenue 2797,Revenue,Operating Revenue,CC-00797,GL-000006,USD,Credit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-002798,502798,Cost of Goods Sold 2798,Expense,COGS,CC-00798,GL-000007,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-002799,512799,Production Cost 2799,Expense,Manufacturing,CC-00799,GL-000008,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-002800,522800,Maintenance Expense 2800,Expense,Maintenance,CC-00800,GL-000009,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-002801,532801,Utilities Expense 2801,Expense,Utilities,CC-00801,GL-000010,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-002802,542802,Quality Expense 2802,Expense,Quality,CC-00802,GL-000011,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-002803,552803,Warehouse Expense 2803,Expense,Warehouse,CC-00803,GL-000012,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-002804,562804,Sales Expense 2804,Expense,Sales,CC-00804,GL-000013,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-002805,572805,Administrative Expense 2805,Expense,Administration,CC-00805,GL-000014,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-002806,102806,Cash 2806,Asset,Current Asset,CC-00806,GL-000015,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-002807,112807,Accounts Receivable 2807,Asset,Current Asset,CC-00807,GL-000001,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-002808,122808,Inventory 2808,Asset,Current Asset,CC-00808,GL-000002,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-002809,132809,Fixed Assets 2809,Asset,Non Current Asset,CC-00809,GL-000003,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-002810,202810,Accounts Payable 2810,Liability,Current Liability,CC-00810,GL-000004,USD,Credit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-002811,302811,Equity 2811,Equity,Equity,CC-00811,GL-000005,USD,Credit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-002812,402812,Sales Revenue 2812,Revenue,Operating Revenue,CC-00812,GL-000006,USD,Credit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-002813,502813,Cost of Goods Sold 2813,Expense,COGS,CC-00813,GL-000007,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-002814,512814,Production Cost 2814,Expense,Manufacturing,CC-00814,GL-000008,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-002815,522815,Maintenance Expense 2815,Expense,Maintenance,CC-00815,GL-000009,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-002816,532816,Utilities Expense 2816,Expense,Utilities,CC-00816,GL-000010,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-002817,542817,Quality Expense 2817,Expense,Quality,CC-00817,GL-000011,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-002818,552818,Warehouse Expense 2818,Expense,Warehouse,CC-00818,GL-000012,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-002819,562819,Sales Expense 2819,Expense,Sales,CC-00819,GL-000013,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-002820,572820,Administrative Expense 2820,Expense,Administration,CC-00820,GL-000014,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-002821,102821,Cash 2821,Asset,Current Asset,CC-00821,GL-000015,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-002822,112822,Accounts Receivable 2822,Asset,Current Asset,CC-00822,GL-000001,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-002823,122823,Inventory 2823,Asset,Current Asset,CC-00823,GL-000002,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-002824,132824,Fixed Assets 2824,Asset,Non Current Asset,CC-00824,GL-000003,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-002825,202825,Accounts Payable 2825,Liability,Current Liability,CC-00825,GL-000004,USD,Credit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-002826,302826,Equity 2826,Equity,Equity,CC-00826,GL-000005,USD,Credit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-002827,402827,Sales Revenue 2827,Revenue,Operating Revenue,CC-00827,GL-000006,USD,Credit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-002828,502828,Cost of Goods Sold 2828,Expense,COGS,CC-00828,GL-000007,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-002829,512829,Production Cost 2829,Expense,Manufacturing,CC-00829,GL-000008,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-002830,522830,Maintenance Expense 2830,Expense,Maintenance,CC-00830,GL-000009,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-002831,532831,Utilities Expense 2831,Expense,Utilities,CC-00831,GL-000010,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-002832,542832,Quality Expense 2832,Expense,Quality,CC-00832,GL-000011,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-002833,552833,Warehouse Expense 2833,Expense,Warehouse,CC-00833,GL-000012,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-002834,562834,Sales Expense 2834,Expense,Sales,CC-00834,GL-000013,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-002835,572835,Administrative Expense 2835,Expense,Administration,CC-00835,GL-000014,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-002836,102836,Cash 2836,Asset,Current Asset,CC-00836,GL-000015,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-002837,112837,Accounts Receivable 2837,Asset,Current Asset,CC-00837,GL-000001,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-002838,122838,Inventory 2838,Asset,Current Asset,CC-00838,GL-000002,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-002839,132839,Fixed Assets 2839,Asset,Non Current Asset,CC-00839,GL-000003,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-002840,202840,Accounts Payable 2840,Liability,Current Liability,CC-00840,GL-000004,USD,Credit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-002841,302841,Equity 2841,Equity,Equity,CC-00841,GL-000005,USD,Credit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-002842,402842,Sales Revenue 2842,Revenue,Operating Revenue,CC-00842,GL-000006,USD,Credit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-002843,502843,Cost of Goods Sold 2843,Expense,COGS,CC-00843,GL-000007,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-002844,512844,Production Cost 2844,Expense,Manufacturing,CC-00844,GL-000008,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-002845,522845,Maintenance Expense 2845,Expense,Maintenance,CC-00845,GL-000009,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-002846,532846,Utilities Expense 2846,Expense,Utilities,CC-00846,GL-000010,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-002847,542847,Quality Expense 2847,Expense,Quality,CC-00847,GL-000011,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-002848,552848,Warehouse Expense 2848,Expense,Warehouse,CC-00848,GL-000012,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-002849,562849,Sales Expense 2849,Expense,Sales,CC-00849,GL-000013,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-002850,572850,Administrative Expense 2850,Expense,Administration,CC-00850,GL-000014,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-002851,102851,Cash 2851,Asset,Current Asset,CC-00851,GL-000015,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-002852,112852,Accounts Receivable 2852,Asset,Current Asset,CC-00852,GL-000001,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-002853,122853,Inventory 2853,Asset,Current Asset,CC-00853,GL-000002,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-002854,132854,Fixed Assets 2854,Asset,Non Current Asset,CC-00854,GL-000003,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
