Cost_Center_ID,Cost_Center_Code,Cost_Center_Name,Department,Parent_Cost_Center,Manager_ID,Plant,Area,Budget_Type,Annual_Budget_USD,Currency,Start_Date,End_Date,Status,Notes
CC-00326,CC-UTL-326,Utilities Cost Center 326,Utilities,CC-00006,EMP-000326,Plant-01,Molding,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00327,CC-SLS-327,Sales Cost Center 327,Sales,CC-00007,EMP-000327,Plant-01,Cooling,CAPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00328,CC-HR-328,Human Resources Cost Center 328,Human Resources,CC-00008,EMP-000328,Plant-01,Packaging,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00329,CC-FIN-329,Finance Cost Center 329,Finance,CC-00009,EMP-000329,Plant-01,Utilities,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00330,CC-ENG-330,Engineering Cost Center 330,Engineering,CC-00010,EMP-000330,Plant-01,Administration,CAPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00331,CC-MNT-331,Maintenance Cost Center 331,Maintenance,CC-00001,EMP-000331,Plant-01,Roasting,OPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00332,CC-PRD-332,Production Cost Center 332,Production,CC-00002,EMP-000332,Plant-01,Mixing,OPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00333,CC-QLT-333,Quality Cost Center 333,Quality,CC-00003,EMP-000333,Plant-01,Refining,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00334,CC-WHS-334,Warehouse Cost Center 334,Warehouse,CC-00004,EMP-000334,Plant-01,Conching,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00335,CC-SCM-335,Supply Chain Cost Center 335,Supply Chain,CC-00005,EMP-000335,Plant-01,Tempering,Mixed,100000,USD,2020-01-01,2025-12-31,Active,
CC-00336,CC-UTL-336,Utilities Cost Center 336,Utilities,CC-00006,EMP-000336,Plant-01,Molding,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00337,CC-SLS-337,Sales Cost Center 337,Sales,CC-00007,EMP-000337,Plant-01,Cooling,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00338,CC-HR-338,Human Resources Cost Center 338,Human Resources,CC-00008,EMP-000338,Plant-01,Packaging,Mixed,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00339,CC-FIN-339,Finance Cost Center 339,Finance,CC-00009,EMP-000339,Plant-01,Utilities,CAPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00340,CC-ENG-340,Engineering Cost Center 340,Engineering,CC-00010,EMP-000340,Plant-01,Administration,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00341,CC-MNT-341,Maintenance Cost Center 341,Maintenance,CC-00001,EMP-000341,Plant-01,Roasting,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00342,CC-PRD-342,Production Cost Center 342,Production,CC-00002,EMP-000342,Plant-01,Mixing,OPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00343,CC-QLT-343,Quality Cost Center 343,Quality,CC-00003,EMP-000343,Plant-01,Refining,Mixed,250000,USD,2020-01-01,2025-12-31,Active,
CC-00344,CC-WHS-344,Warehouse Cost Center 344,Warehouse,CC-00004,EMP-000344,Plant-01,Conching,OPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00345,CC-SCM-345,Supply Chain Cost Center 345,Supply Chain,CC-00005,EMP-000345,Plant-01,Tempering,Mixed,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00346,CC-UTL-346,Utilities Cost Center 346,Utilities,CC-00006,EMP-000346,Plant-01,Molding,OPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00347,CC-SLS-347,Sales Cost Center 347,Sales,CC-00007,EMP-000347,Plant-01,Cooling,Mixed,100000,USD,2020-01-01,2025-12-31,Active,
CC-00348,CC-HR-348,Human Resources Cost Center 348,Human Resources,CC-00008,EMP-000348,Plant-01,Packaging,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00349,CC-FIN-349,Finance Cost Center 349,Finance,CC-00009,EMP-000349,Plant-01,Utilities,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00350,CC-ENG-350,Engineering Cost Center 350,Engineering,CC-00010,EMP-000350,Plant-01,Administration,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00351,CC-MNT-351,Maintenance Cost Center 351,Maintenance,CC-00001,EMP-000351,Plant-01,Roasting,OPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00352,CC-PRD-352,Production Cost Center 352,Production,CC-00002,EMP-000352,Plant-01,Mixing,Mixed,50000,USD,2020-01-01,2025-12-31,Active,
CC-00353,CC-QLT-353,Quality Cost Center 353,Quality,CC-00003,EMP-000353,Plant-01,Refining,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00354,CC-WHS-354,Warehouse Cost Center 354,Warehouse,CC-00004,EMP-000354,Plant-01,Conching,Mixed,500000,USD,2020-01-01,2025-12-31,Active,
CC-00355,CC-SCM-355,Supply Chain Cost Center 355,Supply Chain,CC-00005,EMP-000355,Plant-01,Tempering,Mixed,250000,USD,2020-01-01,2025-12-31,Active,
CC-00356,CC-UTL-356,Utilities Cost Center 356,Utilities,CC-00006,EMP-000356,Plant-01,Molding,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00357,CC-SLS-357,Sales Cost Center 357,Sales,CC-00007,EMP-000357,Plant-01,Cooling,CAPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00358,CC-HR-358,Human Resources Cost Center 358,Human Resources,CC-00008,EMP-000358,Plant-01,Packaging,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00359,CC-FIN-359,Finance Cost Center 359,Finance,CC-00009,EMP-000359,Plant-01,Utilities,OPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00360,CC-ENG-360,Engineering Cost Center 360,Engineering,CC-00010,EMP-000360,Plant-01,Administration,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00361,CC-MNT-361,Maintenance Cost Center 361,Maintenance,CC-00001,EMP-000361,Plant-01,Roasting,Mixed,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00362,CC-PRD-362,Production Cost Center 362,Production,CC-00002,EMP-000362,Plant-01,Mixing,CAPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00363,CC-QLT-363,Quality Cost Center 363,Quality,CC-00003,EMP-000363,Plant-01,Refining,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00364,CC-WHS-364,Warehouse Cost Center 364,Warehouse,CC-00004,EMP-000364,Plant-01,Conching,CAPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00365,CC-SCM-365,Supply Chain Cost Center 365,Supply Chain,CC-00005,EMP-000365,Plant-01,Tempering,CAPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00366,CC-UTL-366,Utilities Cost Center 366,Utilities,CC-00006,EMP-000366,Plant-01,Molding,CAPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00367,CC-SLS-367,Sales Cost Center 367,Sales,CC-00007,EMP-000367,Plant-01,Cooling,CAPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00368,CC-HR-368,Human Resources Cost Center 368,Human Resources,CC-00008,EMP-000368,Plant-01,Packaging,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00369,CC-FIN-369,Finance Cost Center 369,Finance,CC-00009,EMP-000369,Plant-01,Utilities,CAPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00370,CC-ENG-370,Engineering Cost Center 370,Engineering,CC-00010,EMP-000370,Plant-01,Administration,Mixed,50000,USD,2020-01-01,2025-12-31,Active,
CC-00371,CC-MNT-371,Maintenance Cost Center 371,Maintenance,CC-00001,EMP-000371,Plant-01,Roasting,CAPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00372,CC-PRD-372,Production Cost Center 372,Production,CC-00002,EMP-000372,Plant-01,Mixing,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00373,CC-QLT-373,Quality Cost Center 373,Quality,CC-00003,EMP-000373,Plant-01,Refining,CAPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00374,CC-WHS-374,Warehouse Cost Center 374,Warehouse,CC-00004,EMP-000374,Plant-01,Conching,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00375,CC-SCM-375,Supply Chain Cost Center 375,Supply Chain,CC-00005,EMP-000375,Plant-01,Tempering,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00376,CC-UTL-376,Utilities Cost Center 376,Utilities,CC-00006,EMP-000376,Plant-01,Molding,Mixed,500000,USD,2020-01-01,2025-12-31,Active,
CC-00377,CC-SLS-377,Sales Cost Center 377,Sales,CC-00007,EMP-000377,Plant-01,Cooling,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00378,CC-HR-378,Human Resources Cost Center 378,Human Resources,CC-00008,EMP-000378,Plant-01,Packaging,OPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00379,CC-FIN-379,Finance Cost Center 379,Finance,CC-00009,EMP-000379,Plant-01,Utilities,CAPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00380,CC-ENG-380,Engineering Cost Center 380,Engineering,CC-00010,EMP-000380,Plant-01,Administration,OPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00381,CC-MNT-381,Maintenance Cost Center 381,Maintenance,CC-00001,EMP-000381,Plant-01,Roasting,Mixed,50000,USD,2020-01-01,2025-12-31,Active,
CC-00382,CC-PRD-382,Production Cost Center 382,Production,CC-00002,EMP-000382,Plant-01,Mixing,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00383,CC-QLT-383,Quality Cost Center 383,Quality,CC-00003,EMP-000383,Plant-01,Refining,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00384,CC-WHS-384,Warehouse Cost Center 384,Warehouse,CC-00004,EMP-000384,Plant-01,Conching,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00385,CC-SCM-385,Supply Chain Cost Center 385,Supply Chain,CC-00005,EMP-000385,Plant-01,Tempering,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00386,CC-UTL-386,Utilities Cost Center 386,Utilities,CC-00006,EMP-000386,Plant-01,Molding,Mixed,250000,USD,2020-01-01,2025-12-31,Active,
CC-00387,CC-SLS-387,Sales Cost Center 387,Sales,CC-00007,EMP-000387,Plant-01,Cooling,CAPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00388,CC-HR-388,Human Resources Cost Center 388,Human Resources,CC-00008,EMP-000388,Plant-01,Packaging,Mixed,50000,USD,2020-01-01,2025-12-31,Active,
CC-00389,CC-FIN-389,Finance Cost Center 389,Finance,CC-00009,EMP-000389,Plant-01,Utilities,OPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00390,CC-ENG-390,Engineering Cost Center 390,Engineering,CC-00010,EMP-000390,Plant-01,Administration,OPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00391,CC-MNT-391,Maintenance Cost Center 391,Maintenance,CC-00001,EMP-000391,Plant-01,Roasting,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00392,CC-PRD-392,Production Cost Center 392,Production,CC-00002,EMP-000392,Plant-01,Mixing,Mixed,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00393,CC-QLT-393,Quality Cost Center 393,Quality,CC-00003,EMP-000393,Plant-01,Refining,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00394,CC-WHS-394,Warehouse Cost Center 394,Warehouse,CC-00004,EMP-000394,Plant-01,Conching,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00395,CC-SCM-395,Supply Chain Cost Center 395,Supply Chain,CC-00005,EMP-000395,Plant-01,Tempering,OPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00396,CC-UTL-396,Utilities Cost Center 396,Utilities,CC-00006,EMP-000396,Plant-01,Molding,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00397,CC-SLS-397,Sales Cost Center 397,Sales,CC-00007,EMP-000397,Plant-01,Cooling,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00398,CC-HR-398,Human Resources Cost Center 398,Human Resources,CC-00008,EMP-000398,Plant-01,Packaging,Mixed,500000,USD,2020-01-01,2025-12-31,Active,
CC-00399,CC-FIN-399,Finance Cost Center 399,Finance,CC-00009,EMP-000399,Plant-01,Utilities,Mixed,50000,USD,2020-01-01,2025-12-31,Active,
CC-00400,CC-ENG-400,Engineering Cost Center 400,Engineering,CC-00010,EMP-000400,Plant-01,Administration,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00401,CC-MNT-401,Maintenance Cost Center 401,Maintenance,CC-00001,EMP-000401,Plant-01,Roasting,OPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00402,CC-PRD-402,Production Cost Center 402,Production,CC-00002,EMP-000402,Plant-01,Mixing,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00403,CC-QLT-403,Quality Cost Center 403,Quality,CC-00003,EMP-000403,Plant-01,Refining,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00404,CC-WHS-404,Warehouse Cost Center 404,Warehouse,CC-00004,EMP-000404,Plant-01,Conching,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00405,CC-SCM-405,Supply Chain Cost Center 405,Supply Chain,CC-00005,EMP-000405,Plant-01,Tempering,Mixed,500000,USD,2020-01-01,2025-12-31,Active,
CC-00406,CC-UTL-406,Utilities Cost Center 406,Utilities,CC-00006,EMP-000406,Plant-01,Molding,CAPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00407,CC-SLS-407,Sales Cost Center 407,Sales,CC-00007,EMP-000407,Plant-01,Cooling,Mixed,100000,USD,2020-01-01,2025-12-31,Active,
CC-00408,CC-HR-408,Human Resources Cost Center 408,Human Resources,CC-00008,EMP-000408,Plant-01,Packaging,OPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00409,CC-FIN-409,Finance Cost Center 409,Finance,CC-00009,EMP-000409,Plant-01,Utilities,OPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00410,CC-ENG-410,Engineering Cost Center 410,Engineering,CC-00010,EMP-000410,Plant-01,Administration,OPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00411,CC-MNT-411,Maintenance Cost Center 411,Maintenance,CC-00001,EMP-000411,Plant-01,Roasting,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00412,CC-PRD-412,Production Cost Center 412,Production,CC-00002,EMP-000412,Plant-01,Mixing,Mixed,100000,USD,2020-01-01,2025-12-31,Active,
CC-00413,CC-QLT-413,Quality Cost Center 413,Quality,CC-00003,EMP-000413,Plant-01,Refining,OPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00414,CC-WHS-414,Warehouse Cost Center 414,Warehouse,CC-00004,EMP-000414,Plant-01,Conching,CAPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00415,CC-SCM-415,Supply Chain Cost Center 415,Supply Chain,CC-00005,EMP-000415,Plant-01,Tempering,CAPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00416,CC-UTL-416,Utilities Cost Center 416,Utilities,CC-00006,EMP-000416,Plant-01,Molding,OPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00417,CC-SLS-417,Sales Cost Center 417,Sales,CC-00007,EMP-000417,Plant-01,Cooling,OPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00418,CC-HR-418,Human Resources Cost Center 418,Human Resources,CC-00008,EMP-000418,Plant-01,Packaging,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00419,CC-FIN-419,Finance Cost Center 419,Finance,CC-00009,EMP-000419,Plant-01,Utilities,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00420,CC-ENG-420,Engineering Cost Center 420,Engineering,CC-00010,EMP-000420,Plant-01,Administration,Mixed,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00421,CC-MNT-421,Maintenance Cost Center 421,Maintenance,CC-00001,EMP-000421,Plant-01,Roasting,OPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00422,CC-PRD-422,Production Cost Center 422,Production,CC-00002,EMP-000422,Plant-01,Mixing,OPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00423,CC-QLT-423,Quality Cost Center 423,Quality,CC-00003,EMP-000423,Plant-01,Refining,CAPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00424,CC-WHS-424,Warehouse Cost Center 424,Warehouse,CC-00004,EMP-000424,Plant-01,Conching,CAPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00425,CC-SCM-425,Supply Chain Cost Center 425,Supply Chain,CC-00005,EMP-000425,Plant-01,Tempering,Mixed,250000,USD,2020-01-01,2025-12-31,Active,
CC-00426,CC-UTL-426,Utilities Cost Center 426,Utilities,CC-00006,EMP-000426,Plant-01,Molding,Mixed,50000,USD,2020-01-01,2025-12-31,Active,
CC-00427,CC-SLS-427,Sales Cost Center 427,Sales,CC-00007,EMP-000427,Plant-01,Cooling,Mixed,100000,USD,2020-01-01,2025-12-31,Active,
CC-00428,CC-HR-428,Human Resources Cost Center 428,Human Resources,CC-00008,EMP-000428,Plant-01,Packaging,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00429,CC-FIN-429,Finance Cost Center 429,Finance,CC-00009,EMP-000429,Plant-01,Utilities,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00430,CC-ENG-430,Engineering Cost Center 430,Engineering,CC-00010,EMP-000430,Plant-01,Administration,Mixed,50000,USD,2020-01-01,2025-12-31,Active,
CC-00431,CC-MNT-431,Maintenance Cost Center 431,Maintenance,CC-00001,EMP-000431,Plant-01,Roasting,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00432,CC-PRD-432,Production Cost Center 432,Production,CC-00002,EMP-000432,Plant-01,Mixing,OPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00433,CC-QLT-433,Quality Cost Center 433,Quality,CC-00003,EMP-000433,Plant-01,Refining,CAPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00434,CC-WHS-434,Warehouse Cost Center 434,Warehouse,CC-00004,EMP-000434,Plant-01,Conching,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00435,CC-SCM-435,Supply Chain Cost Center 435,Supply Chain,CC-00005,EMP-000435,Plant-01,Tempering,Mixed,100000,USD,2020-01-01,2025-12-31,Active,
CC-00436,CC-UTL-436,Utilities Cost Center 436,Utilities,CC-00006,EMP-000436,Plant-01,Molding,Mixed,250000,USD,2020-01-01,2025-12-31,Active,
CC-00437,CC-SLS-437,Sales Cost Center 437,Sales,CC-00007,EMP-000437,Plant-01,Cooling,CAPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00438,CC-HR-438,Human Resources Cost Center 438,Human Resources,CC-00008,EMP-000438,Plant-01,Packaging,OPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00439,CC-FIN-439,Finance Cost Center 439,Finance,CC-00009,EMP-000439,Plant-01,Utilities,OPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00440,CC-ENG-440,Engineering Cost Center 440,Engineering,CC-00010,EMP-000440,Plant-01,Administration,Mixed,250000,USD,2020-01-01,2025-12-31,Active,
CC-00441,CC-MNT-441,Maintenance Cost Center 441,Maintenance,CC-00001,EMP-000441,Plant-01,Roasting,OPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00442,CC-PRD-442,Production Cost Center 442,Production,CC-00002,EMP-000442,Plant-01,Mixing,Mixed,50000,USD,2020-01-01,2025-12-31,Active,
CC-00443,CC-QLT-443,Quality Cost Center 443,Quality,CC-00003,EMP-000443,Plant-01,Refining,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00444,CC-WHS-444,Warehouse Cost Center 444,Warehouse,CC-00004,EMP-000444,Plant-01,Conching,OPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00445,CC-SCM-445,Supply Chain Cost Center 445,Supply Chain,CC-00005,EMP-000445,Plant-01,Tempering,Mixed,250000,USD,2020-01-01,2025-12-31,Active,
CC-00446,CC-UTL-446,Utilities Cost Center 446,Utilities,CC-00006,EMP-000446,Plant-01,Molding,OPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00447,CC-SLS-447,Sales Cost Center 447,Sales,CC-00007,EMP-000447,Plant-01,Cooling,OPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00448,CC-HR-448,Human Resources Cost Center 448,Human Resources,CC-00008,EMP-000448,Plant-01,Packaging,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00449,CC-FIN-449,Finance Cost Center 449,Finance,CC-00009,EMP-000449,Plant-01,Utilities,OPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00450,CC-ENG-450,Engineering Cost Center 450,Engineering,CC-00010,EMP-000450,Plant-01,Administration,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00451,CC-MNT-451,Maintenance Cost Center 451,Maintenance,CC-00001,EMP-000451,Plant-01,Roasting,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00452,CC-PRD-452,Production Cost Center 452,Production,CC-00002,EMP-000452,Plant-01,Mixing,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00453,CC-QLT-453,Quality Cost Center 453,Quality,CC-00003,EMP-000453,Plant-01,Refining,Mixed,100000,USD,2020-01-01,2025-12-31,Active,
CC-00454,CC-WHS-454,Warehouse Cost Center 454,Warehouse,CC-00004,EMP-000454,Plant-01,Conching,CAPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00455,CC-SCM-455,Supply Chain Cost Center 455,Supply Chain,CC-00005,EMP-000455,Plant-01,Tempering,OPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00456,CC-UTL-456,Utilities Cost Center 456,Utilities,CC-00006,EMP-000456,Plant-01,Molding,CAPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00457,CC-SLS-457,Sales Cost Center 457,Sales,CC-00007,EMP-000457,Plant-01,Cooling,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00458,CC-HR-458,Human Resources Cost Center 458,Human Resources,CC-00008,EMP-000458,Plant-01,Packaging,CAPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00459,CC-FIN-459,Finance Cost Center 459,Finance,CC-00009,EMP-000459,Plant-01,Utilities,CAPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00460,CC-ENG-460,Engineering Cost Center 460,Engineering,CC-00010,EMP-000460,Plant-01,Administration,Mixed,50000,USD,2020-01-01,2025-12-31,Active,
CC-00461,CC-MNT-461,Maintenance Cost Center 461,Maintenance,CC-00001,EMP-000461,Plant-01,Roasting,Mixed,50000,USD,2020-01-01,2025-12-31,Active,
CC-00462,CC-PRD-462,Production Cost Center 462,Production,CC-00002,EMP-000462,Plant-01,Mixing,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00463,CC-QLT-463,Quality Cost Center 463,Quality,CC-00003,EMP-000463,Plant-01,Refining,Mixed,250000,USD,2020-01-01,2025-12-31,Active,
CC-00464,CC-WHS-464,Warehouse Cost Center 464,Warehouse,CC-00004,EMP-000464,Plant-01,Conching,CAPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00465,CC-SCM-465,Supply Chain Cost Center 465,Supply Chain,CC-00005,EMP-000465,Plant-01,Tempering,OPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00466,CC-UTL-466,Utilities Cost Center 466,Utilities,CC-00006,EMP-000466,Plant-01,Molding,OPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00467,CC-SLS-467,Sales Cost Center 467,Sales,CC-00007,EMP-000467,Plant-01,Cooling,Mixed,500000,USD,2020-01-01,2025-12-31,Active,
CC-00468,CC-HR-468,Human Resources Cost Center 468,Human Resources,CC-00008,EMP-000468,Plant-01,Packaging,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00469,CC-FIN-469,Finance Cost Center 469,Finance,CC-00009,EMP-000469,Plant-01,Utilities,OPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00470,CC-ENG-470,Engineering Cost Center 470,Engineering,CC-00010,EMP-000470,Plant-01,Administration,Mixed,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00471,CC-MNT-471,Maintenance Cost Center 471,Maintenance,CC-00001,EMP-000471,Plant-01,Roasting,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00472,CC-PRD-472,Production Cost Center 472,Production,CC-00002,EMP-000472,Plant-01,Mixing,OPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00473,CC-QLT-473,Quality Cost Center 473,Quality,CC-00003,EMP-000473,Plant-01,Refining,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00474,CC-WHS-474,Warehouse Cost Center 474,Warehouse,CC-00004,EMP-000474,Plant-01,Conching,CAPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00475,CC-SCM-475,Supply Chain Cost Center 475,Supply Chain,CC-00005,EMP-000475,Plant-01,Tempering,Mixed,500000,USD,2020-01-01,2025-12-31,Active,
CC-00476,CC-UTL-476,Utilities Cost Center 476,Utilities,CC-00006,EMP-000476,Plant-01,Molding,Mixed,50000,USD,2020-01-01,2025-12-31,Active,
CC-00477,CC-SLS-477,Sales Cost Center 477,Sales,CC-00007,EMP-000477,Plant-01,Cooling,Mixed,500000,USD,2020-01-01,2025-12-31,Active,
CC-00478,CC-HR-478,Human Resources Cost Center 478,Human Resources,CC-00008,EMP-000478,Plant-01,Packaging,OPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00479,CC-FIN-479,Finance Cost Center 479,Finance,CC-00009,EMP-000479,Plant-01,Utilities,Mixed,100000,USD,2020-01-01,2025-12-31,Active,
CC-00480,CC-ENG-480,Engineering Cost Center 480,Engineering,CC-00010,EMP-000480,Plant-01,Administration,Mixed,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00481,CC-MNT-481,Maintenance Cost Center 481,Maintenance,CC-00001,EMP-000481,Plant-01,Roasting,CAPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00482,CC-PRD-482,Production Cost Center 482,Production,CC-00002,EMP-000482,Plant-01,Mixing,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00483,CC-QLT-483,Quality Cost Center 483,Quality,CC-00003,EMP-000483,Plant-01,Refining,CAPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00484,CC-WHS-484,Warehouse Cost Center 484,Warehouse,CC-00004,EMP-000484,Plant-01,Conching,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00485,CC-SCM-485,Supply Chain Cost Center 485,Supply Chain,CC-00005,EMP-000485,Plant-01,Tempering,OPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00486,CC-UTL-486,Utilities Cost Center 486,Utilities,CC-00006,EMP-000486,Plant-01,Molding,Mixed,50000,USD,2020-01-01,2025-12-31,Active,
CC-00487,CC-SLS-487,Sales Cost Center 487,Sales,CC-00007,EMP-000487,Plant-01,Cooling,OPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00488,CC-HR-488,Human Resources Cost Center 488,Human Resources,CC-00008,EMP-000488,Plant-01,Packaging,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
